scorer,,,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin
bodyparts,,,al1,al1,al2,al2,al3,al3,ar1,ar1,ar2,ar2,ar3,ar3,prob1,prob1,prob2,prob2,prob3,prob3,ml1,ml1,ml2,ml2,mr1,mr1,mr2,mr2
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,rotado_trial1_abeja0_enhanced,img0041.png,300.3399641230486,108.53031586772593,303.8677175144563,189.66864387010165,317.7267486949863,221.41842439277042,412.97609026299256,149.60344463911488,360.3117717769785,211.08714660364802,332.34172703081794,226.71005447988188,332.0897446457174,192.44045010620766,334.6095684967229,186.14089047869402,336.6254275775272,179.33736608097928,310.4192595270705,184.12503139788964,335.617498037125,164.97437013024816,354.26419453456543,192.1884677211071,341.91705766463866,165.47833490044925
labeled-data,rotado_trial1_abeja0_enhanced,img0158.png,337.88533950302997,137.25630776918814,315.2775006232123,221.23331639018016,319.7542804785227,229.0262294716464,444.9383097659055,244.28043219192773,363.6930457250876,243.61720554669657,330.8633267861448,229.52363933553428,333.5162333670694,187.90617746731405,335.0084933188395,182.60036430546472,336.83236659322523,178.62100443407772,312.1271740583643,185.41907754769719,337.9930132223798,168.17518477168684,354.0762593692356,196.03070387139584,341.3091464485356,169.5016380621492
labeled-data,rotado_trial1_abeja0_enhanced,img0229.png,347.94141290084724,161.21130499675962,316.10653392975127,222.06234969671914,322.73880038206295,229.19203613295417,446.2647630563677,212.9429833247906,364.02465904770304,232.83978268172558,332.85300672183826,228.03138950379963,334.3452666736084,184.42423757985043,335.17429998014734,180.77649103107902,337.82720656107205,179.1184244180011,315.27750062321235,183.76101093461926,341.30914644853567,166.68292481991674,356.5633592888525,193.0461839678556,343.46463304553697,167.18034480384011
labeled-data,rotado_trial1_abeja0_enhanced,img0254.png,344.91705375961527,119.39800208191815,311.90736131144376,210.1116607181146,319.7188152495607,224.22267428374514,448.9857788061406,212.12751979891894,367.5954684186644,231.27818106656042,331.0580225790853,227.2464629049517,335.84568789599564,186.9292812888644,337.8615469768,181.88963358685345,339.1214589023027,176.598003499742,312.91529085184595,184.1574750527584,340.1293884427049,167.27465525102184,354.7443667785366,192.72487614617694,343.15317706391147,167.7786200212229
labeled-data,rotado_trial1_abeja0_enhanced,img0299.png,331.56198734928637,118.39007254151596,312.91529085184595,201.29227723959548,318.7108857091585,224.97862143904678,447.9778492657384,247.1530713278948,368.8553803441671,241.1054940854817,331.0580225790853,226.99448051985115,336.09767028109616,184.91342220806,337.8615469768,181.38566881665238,339.87740605760433,176.598003499742,312.66330846674543,184.1574750527584,339.37344128740324,166.01474332551908,355.75229631893876,194.48875284188074,343.6571418341125,166.51870809572017
labeled-data,rotado_trial1_abeja0_enhanced,img0318.png,318.7108857091585,112.09051291400232,305.8597840690307,188.94514036966876,320.7267447899629,222.9627623582424,432.10295900440417,288.22620009928374,362.0518559464524,246.90108894279427,333.0738816598897,227.2464629049517,336.3496526661968,184.6614398229595,338.36551174700116,179.36980973584804,339.8774060576044,175.59007395933986,313.6712380071477,184.1574750527584,339.37344128740335,165.00681378511692,355.50031393383824,194.99271761208183,343.90912421921314,165.510778555318
labeled-data,rotado_trial1_abeja0_enhanced,img0373.png,319.71881524956075,119.1460196968176,301.0721187521204,196.2526295375846,318.89161723605383,223.7888374579529,415.13557819229925,172.49368391576658,361.5821406742374,223.79869466780286,333.78340974883133,224.8207068341781,335.4186292150317,187.6194639781199,337.8714584143322,179.64776908039315,339.5066778805326,175.96852528144234,310.0727274889261,187.2106591115698,337.4626535477821,166.36161091751524,355.6544701092611,195.7955613091217,344.20793384585863,166.56601335079026
labeled-data,rotado_trial1_abeja0_enhanced,img0386.png,352.56724981303455,159.63999708769575,305.5128417111862,233.18917743348746,318.150085818967,237.78453892722595,384.78282747817514,197.95807264815903,341.8927868699492,254.6341977376004,334.9997446293414,234.72096459806696,329.66569142917376,195.47045364731324,331.6517820004466,186.7648253068108,333.834022721219,180.81174923469206,310.2894768155126,185.9517557352336,326.20691630106063,158.26204329683242,354.3940487233852,196.72918872024007,359.03663524000336,165.55753639437523
labeled-data,rotado_trial1_abeja0_enhanced,img0410.png,347.26436228715016,155.27752339329214,303.8230170245088,224.58470781994907,318.4140032195944,237.84924072457238,370.14568154762543,204.0246818177829,324.8804630105983,261.72539995289435,333.50240939860345,236.1911741114945,342.1243557866086,181.64078254123103,346.10371565799556,167.38140966876097,350.74630217461373,129.57749089058447,314.76625667082294,182.96723583169336,327.20175626890733,156.60397668375452,356.0521153364631,191.25756889708293,363.84502841792926,165.55753639437526
