scorer,,,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin,agustin
bodyparts,,,al1,al1,al2,al2,al3,al3,ar1,ar1,ar2,ar2,ar3,ar3,prob1,prob1,prob2,prob2,prob3,prob3,ml1,ml1,ml2,ml2,mr1,mr1,mr2,mr2
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,rotado_trial1_abeja4_enhanced,img0030.png,324.90194095881066,108.62333280285095,313.31075124418555,185.47796025851738,319.08351292345833,226.4170997264965,417.3600515481753,156.5432889954178,369.7342845950898,214.38917761225554,331.51102957265635,231.76338444063435,336.6210904045325,205.5998729814286,341.52674880313356,199.05899511662716,345.00159016880934,191.70050751872554,321.6997127754542,186.59044668684942,349.29404126758527,172.89548365742138,360.53617509771277,204.78226324832843,354.8129069660115,177.39233718947239
labeled-data,rotado_trial1_abeja4_enhanced,img0044.png,303.30349378070014,115.2539974738587,303.9167010805253,194.35773915130113,319.8600908759788,225.426909009108,405.09590555167256,155.52127682904256,366.055040796139,223.58728710963254,331.7154320059314,230.94577470753418,338.86951717055797,200.69421458282753,342.1399561029587,194.97094645112628,345.6147974686345,189.04327588614996,317.4072616766783,190.06528805252518,346.0236023351846,168.19422769209535,361.35378483081297,208.66590948055426,361.96699213063806,175.34831285672195
labeled-data,rotado_trial1_abeja4_enhanced,img0217.png,340.7091390700334,134.05902133516284,323.9481395414797,194.76655025571847,319.24688357615366,227.67534201300072,430.2374048445032,286.3388403629386,359.51416293133764,255.67847537168183,333.35065147213186,233.19420771142688,339.2783220371081,198.2413916213942,342.13995610295876,194.15334295589332,345.0015901688094,189.86089185711737,319.45128600942877,186.59045292471666,348.27202910121014,175.3483190945892,361.558187264088,209.0747205849716,354.40410209946145,176.7791361275145
labeled-data,rotado_trial1_abeja4_enhanced,img0322.png,307.5959448794762,124.86091807565306,311.8883959782521,193.94894052261827,324.5613468413049,224.81370794715008,420.83489291385115,158.9961244325856,366.8726505292392,211.3231473509971,332.3286393057566,231.55898824522654,339.8915293369333,199.26340378776945,343.161968269334,195.37975755554356,346.0236023351846,191.49611132331773,320.0644933092539,187.20366022454178,350.1116510006855,173.50869719511377,361.149382397538,205.59987921929581,353.9952972329114,175.75712396113926
labeled-data,rotado_trial1_abeja4_enhanced,img0373.png,245.66200759713752,230.12817121230123,294.1053842833232,236.26024421055257,322.92612737510456,226.24452498007537,409.1839542171735,299.8293884833571,347.658821801385,256.4960726290476,331.9198344392065,228.9017441369165,339.68712690365817,200.4898183874197,343.366370702609,195.1753551222685,346.0236023351846,190.0652942903924,320.47329817580396,185.1596358917913,349.4984437008603,173.91750206166384,361.9669921306381,202.53384272017013,355.83491913238674,176.57473369423943
labeled-data,rotado_trial1_abeja4_enhanced,img0408.png,316.3852495103031,216.43320818287322,294.3097867165982,241.7791099089788,324.56134684130484,227.26653714645062,389.76572305604424,255.06526807185674,316.18084707702803,261.4017435033831,330.08021253973106,229.9237687790262,338.86951717055797,205.19107435274572,343.77517556915905,195.9929648553687,347.25001693483483,190.67850159021754,310.86638381187686,196.60617215519383,337.23429770435763,161.24455119861105,363.3978091635634,211.52754978427214,373.20912596076556,177.8011482938897
labeled-data,rotado_trial1_abeja4_enhanced,img0469.png,340.3003342034833,130.9929910739044,298.39783538209906,195.9929648553687,319.24688357615366,225.0181103804251,408.1619420507983,253.43004860565634,340.91354150330847,267.1250116350844,330.48901740628116,230.9457809454014,355.2217118325616,181.27598342169824,381.5896257250424,152.86404519646698,408.97955178389844,118.52443640625941,321.29090790890416,184.750824787374,346.63680963500974,165.94580092606986,363.60221159683846,204.98666568160345,373.61793082731566,178.4143493558476
labeled-data,rotado_trial1_abeja4_enhanced,img0515.png,367.69026026233934,129.97097266966193,312.91040814462735,210.5055376178969,323.94813954147975,226.24452498007537,431.25941701087845,232.7853903691424,358.4921507649624,258.94890182834814,333.5550539054069,231.15017090294202,360.1273702311626,177.5967396227474,388.5393084563939,142.84832596598974,413.2720028826743,115.45839990713372,319.04248114287856,187.81686128649966,346.02360233518453,167.78542282554525,361.3537848308129,207.0306900143539,372.18711379439026,177.39233718947236
labeled-data,rotado_trial1_abeja4_enhanced,img0535.png,349.9072485674104,116.48041207350897,315.5676397772029,190.6784953523503,320.06449330925386,225.631311442383,406.5267225845979,171.66907529563832,369.9386870283648,240.1438904427784,332.73744417230665,231.55898824522654,354.60850453273645,179.64076395549787,386.2908816903684,140.8043016332393,424.5141367128018,97.67538821220481,322.1085176420043,185.77283695374922,344.7971877355343,165.33259362624472,362.37579699718816,205.19106811487848,373.00472352749046,177.5967396227474
